"id" "baseMean" "baseMeanA" "baseMeanB" "foldChange" "log2FoldChange" "DESeq_pval" "DESeq_padj" "samples" "DGEClust_pval" "DGEClust_padj"
"89" "cluster_162" 1066.44058918438 118.395768543383 2014.48540982537 17.0148429678652 4.08872193143697 1.03469645615309e-29 4.572186981718e-28 "KRAUS_UNC" 0 0
"90" "cluster_163" 615.817639400082 825.873832300567 405.761446499598 0.491311663634265 -1.02528960611885 0.00173909237736789 0.00344387346205942 "KRAUS_UNC" 0.327834020747407 0.0362418799063624
"92" "cluster_169" 209.733663231771 107.876317696467 311.591008767075 2.88840975869981 1.53027542190324 1.21503438369352e-07 4.68541799112551e-07 "KRAUS_UNC" 0 0
"93" "cluster_174" 66.8140970629245 114.112111009843 19.5160831160063 0.171025519932086 -2.54771647894327 4.83863584279838e-08 1.97882744071603e-07 "KRAUS_UNC" 0.0284964379452568 0.0023525225220807
"94" "cluster_175" 4159.72730150342 2267.39738917039 6052.05721383645 2.66916476253455 1.41638836308757 1.37429384059409e-07 5.24969195651435e-07 "KRAUS_UNC" 0 0
"95" "cluster_176" 255.305066888414 465.78267704738 44.8274567294479 0.096241141928273 -3.37720242917592 2.01915405736446e-10 1.13492611256342e-09 "KRAUS_UNC" 0.297712785901762 0.0320322715924746
"98" "cluster_179" 1615.58714307702 2077.76236071149 1153.41192544255 0.555122157977484 -0.849122814747279 0.00233039968075918 0.00450036697342661 "KRAUS_UNC" 0.0202474690663667 0.00158008266208103
"101" "cluster_191" 641.357445405264 1106.67355919677 176.041331613756 0.159072501688327 -2.65224363135315 1.12326420002061e-20 2.10454780515862e-19 "KRAUS_UNC" 0 0
"105" "cluster_202" 152.537264021498 119.212297547138 185.862230495858 1.55908605336933 0.640700559429506 0.0425917721409532 0.0645630617178721 "KRAUS_UNC" 0.0733658292713411 0.00634951830153081
"106" "cluster_204" 87.5598287662687 154.917091979595 20.2025655529425 0.130408887068468 -2.93888590558889 1.71269128476546e-15 1.78801916296614e-14 "KRAUS_UNC" 0 0
"107" "cluster_205" 386.092890790795 229.752322963796 542.433458617794 2.36094874524193 1.23936672187662 9.07968310587563e-07 3.06848742192795e-06 "KRAUS_UNC" 0 0
