	Posteriors	FDR
5559	0.011873515810523684	0.011873515810523684
5678	0.012873390826146731	0.012373453318335208
505	0.013123359580052493	0.01262342207224097
2910	0.013623297087864018	0.012873390826146733
2895	0.014248218972628422	0.013148356455443072
4197	0.014373203349581302	0.013352497604466112
322	0.014373203349581302	0.01349831271091114
2320	0.014623172103487065	0.013638920134983131
3179	0.014748156480439945	0.013762168617811666
3446	0.014998125234345707	0.013885764279465071
2227	0.01549806274215723	0.01403233686698254
5587	0.01549806274215723	0.014154480689913764
279	0.015623047119110112	0.014267447338313484
6367	0.015873015873015872	0.01438213080507794
6591	0.015998000249968752	0.014489855434737327
1492	0.016372953380827397	0.014607549056367956
4288	0.016497937757780277	0.014718748391745154
6579	0.01674790651168604	0.014831479398408537
4309	0.01687289088863892	0.014938922108420662
1852	0.017372828396450445	0.01506061742282215
3915	0.017497812773403325	0.015176674344278399
69	0.01812273465816773	0.015310586176727913
4461	0.01812273465816773	0.015432853502007904
1772	0.01824771903512061	0.0155501395658876
2872	0.018997625296837895	0.015688038995125612
833	0.019122609673790775	0.015820137867381963
2653	0.019122609673790775	0.0159424516379897
6248	0.019122609673790775	0.01605602871069688
3094	0.019247594050743656	0.01616608268793987
6678	0.019247594050743656	0.016268799733366663
281	0.01949756280464942	0.0163729533808274
654	0.0196225471816023	0.016474503187101613
6236	0.01974753155855518	0.016573685865024446
4003	0.01974753155855518	0.01666703426777535
4966	0.01987251593550806	0.016758619458281998
2623	0.01987251593550806	0.01684511658264939
4476	0.019997500312460944	0.01693031614291457
5536	0.020247469066366704	0.01701760964090015
4975	0.020247469066366704	0.017100426549245446
5432	0.020372453443319585	0.017182227221597297
1519	0.020497437820272465	0.017263086016686937
2258	0.02062242219722535	0.01734307021146166
2124	0.02062242219722535	0.017419334211130583
4443	0.02074740657417823	0.017494972219381667
4100	0.02087239095113111	0.0175700259689761
4584	0.02087239095113111	0.017641816512066425
5687	0.02112235970503687	0.01771587062255516
4582	0.02112235970503687	0.01778683914510686
2095	0.02124734408198975	0.017857461694839167
5773	0.021372328458942633	0.017927759030121237
2347	0.021497312835895514	0.01799775028121485
1105	0.021622297212848394	0.018067453106823186
540	0.021622297212848394	0.01813452563712555
1328	0.021747281589801274	0.01820142852513806
4633	0.021872265966754154	0.018268171024076536
152	0.021872265966754154	0.018332529862338635
2863	0.022122234720659918	0.018399015912484624
3734	0.022122234720659918	0.018463209340211787
892	0.0222472190976128	0.018527345098811803
4064	0.0222472190976128	0.018589342998791822
4303	0.0222472190976128	0.018649308180739708
4704	0.02237220347456568	0.018709354879027223
4123	0.02237220347456568	0.01876749533292466
3632	0.02237220347456568	0.0188238188976378
1361	0.02249718785151856	0.018880332266159042
3987	0.02249718785151856	0.01893513310836146
5068	0.02249718785151856	0.018988298104527984
378	0.02249718785151856	0.01903989942433667
941	0.02249718785151856	0.019090005053716115
1784	0.022747156605424323	0.019142250075883376
3575	0.022747156605424323	0.019193023407285358
3013	0.022872140982377203	0.019244122262494966
3006	0.022872140982377203	0.019293821149068694
5158	0.022872140982377203	0.019342176822491782
3797	0.022872140982377203	0.01938924301129025
4075	0.022997125359330083	0.01943671514744867
172	0.022997125359330083	0.01948295424110947
785	0.023122109736282963	0.019529610080791182
4535	0.023122109736282963	0.019575084759974624
3988	0.023247094113235847	0.01962098487689039
6115	0.023372078490188727	0.01966729467458543
3284	0.023372078490188727	0.019712474965019617
2586	0.023497062867141608	0.019758072409623496
2387	0.023497062867141608	0.01980258420078443
295	0.023497062867141608	0.019846048655682746
257	0.023622047244094488	0.019889955616013116
3770	0.023622047244094488	0.01993285322093359
6545	0.023622047244094488	0.01997477588028769
2382	0.023622047244094488	0.020015756457409117
5840	0.023622047244094488	0.020055826355038952
6219	0.023747031621047368	0.020096389050269812
5399	0.02387201599800025	0.02013742847361471
3260	0.02387201599800025	0.02017758532871563
1512	0.02387201599800025	0.020216887782644185
3527	0.023997000374953132	0.020256678441510596
4224	0.023997000374953132	0.02029564012831729
2539	0.024121984751906012	0.020335086980106866
5144	0.024121984751906012	0.020373728794104817
1154	0.024246969128858892	0.020412852433849805
113	0.024246969128858892	0.020451193600799895
5426	0.024246969128858892	0.02048877553672127
3191	0.024371953505811773	0.020526845908967254
5106	0.024371953505811773	0.02056417705068419
167	0.024371953505811773	0.020600790285829642
2598	0.024371953505811773	0.020636706126019946
1676	0.024621922259717537	0.02067430250463974
283	0.024746906636670417	0.020712364225499838
2424	0.024871891013623297	0.02075087836242691
2701	0.024871891013623297	0.020788685817942472
567	0.024996875390576177	0.020826942086784598
5032	0.024996875390576177	0.020864509053485424
3450	0.02524684414448194	0.020903637045369322
4778	0.02524684414448194	0.020942072506423416
56	0.02524684414448194	0.020979833661143227
4437	0.02524684414448194	0.021016938100128783
5759	0.02537182852143482	0.021054480258933146
1936	0.025746781652293462	0.021094585399047336
6468	0.025746781652293462	0.021134010791023998
4522	0.026121734783152106	0.021175924438016667
4413	0.026121734783152106	0.021217139524226127
4968	0.026121734783152106	0.02125767336934122
2900	0.026246719160104987	0.021298567187298296
3735	0.026246719160104987	0.02133879606512599
1252	0.026371703537057867	0.021379384028609314
942	0.026371703537057867	0.021419322584676905
307	0.026371703537057867	0.02145862719541009
1123	0.026371703537057867	0.021497312835895507
5364	0.026496687914010747	0.021536370453693283
4284	0.02662167229096363	0.02157579139816825
5423	0.02674665666791651	0.02161556728485862
5117	0.02674665666791651	0.02165473590610334
1799	0.02674665666791651	0.021693311063389804
1046	0.02674665666791651	0.02173130614312309
4608	0.02699662542182227	0.021770599570576067
2741	0.02699662542182227	0.021809310873177893
3852	0.02712160979877515	0.021848371894689637
5531	0.02712160979877515	0.021886862682310698
4720	0.02712160979877515	0.021924795632430008
5376	0.02712160979877515	0.021962182784705873
2086	0.027246594175728035	0.02199992858035603
1188	0.027246594175728035	0.02203713897464945
1043	0.027246594175728035	0.022073825278882398
3085	0.027496562929633796	0.022111746521195342
164	0.027496562929633796	0.02214914107958728
1106	0.027621547306586676	0.02218688181218727
644	0.027621547306586676	0.022224105548450283
6948	0.027746531683539556	0.022261673073178778
2975	0.02787151606049244	0.022299577417687656
2454	0.02787151606049244	0.02233697297904876
1765	0.02787151606049244	0.02237386993292505
784	0.02799650043744532	0.022411105896531145
3424	0.0281214848143982	0.02244867417888553
2549	0.0281214848143982	0.02248575137258169
278	0.0281214848143982	0.0225223470442818
1198	0.0281214848143982	0.02255847051376642
1782	0.0281214848143982	0.02259413086184739
3599	0.02824646919135108	0.02263013301681238
6089	0.02824646919135108	0.0226656794482968
277	0.02837145356830396	0.022701564820120746
1647	0.02837145356830396	0.022737001624796895
1543	0.028496437945256844	0.022772774521197265
4231	0.028496437945256844	0.02280810577690134
171	0.028746406699162605	0.02284453707090294
3674	0.028746406699162605	0.022880524080831355
6549	0.028746406699162605	0.022916074884578818
4297	0.028746406699162605	0.022951197365389565
1838	0.028871391076115485	0.02298664762713044
6637	0.028871391076115485	0.02302167586194583
6008	0.028871391076115485	0.023056289561437956
5478	0.028996375453068365	0.023091231243153428
361	0.028996375453068365	0.023125764250228956
178	0.029121359830021246	0.023160622364064958
2361	0.02924634420697413	0.023195799946971945
253	0.02924634420697413	0.02323057318984552
2646	0.02924634420697413	0.02326494902422911
3288	0.02937132858392701	0.023299644362636485
5025	0.02937132858392701	0.023333947663321745
1879	0.02937132858392701	0.023367865533662227
5130	0.02949631296087989	0.023402102670127132
5709	0.02962129733783277	0.023436653751614387
6483	0.02962129733783277	0.023470823053195707
1189	0.02962129733783277	0.02350461686794646
6945	0.02962129733783277	0.023538041351388466
