	Posteriors	FDR
2468	0.0	0.0
2443	0.0	0.0
2405	0.0	0.0
2404	0.0	0.0
2401	0.0	0.0
2331	0.0	0.0
2334	0.0	0.0
2335	0.0	0.0
2336	0.0	0.0
2338	0.0	0.0
2339	0.0	0.0
2343	0.0	0.0
2344	0.0	0.0
2346	0.0	0.0
2348	0.0	0.0
2349	0.0	0.0
2350	0.0	0.0
2351	0.0	0.0
2353	0.0	0.0
2354	0.0	0.0
2357	0.0	0.0
2358	0.0	0.0
2360	0.0	0.0
2367	0.0	0.0
2368	0.0	0.0
2373	0.0	0.0
2377	0.0	0.0
2382	0.0	0.0
2384	0.0	0.0
2391	0.0	0.0
2146	0.0	0.0
2144	0.0	0.0
2142	0.0	0.0
2139	0.0	0.0
1927	0.0	0.0
1928	0.0	0.0
1931	0.0	0.0
1932	0.0	0.0
1938	0.0	0.0
1942	0.0	0.0
1946	0.0	0.0
1950	0.0	0.0
1952	0.0	0.0
1954	0.0	0.0
1957	0.0	0.0
1924	0.0	0.0
1958	0.0	0.0
1963	0.0	0.0
1966	0.0	0.0
1970	0.0	0.0
1971	0.0	0.0
1974	0.0	0.0
1978	0.0	0.0
1981	0.0	0.0
1982	0.0	0.0
1985	0.0	0.0
1989	0.0	0.0
1992	0.0	0.0
1960	0.0	0.0
1922	0.0	0.0
1918	0.0	0.0
1916	0.0	0.0
1827	0.0	0.0
1835	0.0	0.0
1836	0.0	0.0
1837	0.0	0.0
1842	0.0	0.0
1843	0.0	0.0
1846	0.0	0.0
1849	0.0	0.0
1866	0.0	0.0
1877	0.0	0.0
1881	0.0	0.0
1883	0.0	0.0
1885	0.0	0.0
1887	0.0	0.0
1889	0.0	0.0
1892	0.0	0.0
1894	0.0	0.0
1895	0.0	0.0
1899	0.0	0.0
1902	0.0	0.0
1905	0.0	0.0
1909	0.0	0.0
1911	0.0	0.0
1913	0.0	0.0
1914	0.0	0.0
1993	0.0	0.0
2469	0.0	0.0
1995	0.0	0.0
1998	0.0	0.0
2076	0.0	0.0
2081	0.0	0.0
2083	0.0	0.0
2084	0.0	0.0
2085	0.0	0.0
2088	0.0	0.0
2090	0.0	0.0
2093	0.0	0.0
2095	0.0	0.0
2096	0.0	0.0
2100	0.0	0.0
2075	0.0	0.0
2101	0.0	0.0
2104	0.0	0.0
2107	0.0	0.0
2114	0.0	0.0
2116	0.0	0.0
2117	0.0	0.0
2118	0.0	0.0
2124	0.0	0.0
2127	0.0	0.0
2130	0.0	0.0
2132	0.0	0.0
2136	0.0	0.0
2102	0.0	0.0
2072	0.0	0.0
2071	0.0	0.0
2064	0.0	0.0
1999	0.0	0.0
2000	0.0	0.0
2003	0.0	0.0
2005	0.0	0.0
2008	0.0	0.0
2010	0.0	0.0
2011	0.0	0.0
2013	0.0	0.0
2016	0.0	0.0
2019	0.0	0.0
2023	0.0	0.0
2029	0.0	0.0
2032	0.0	0.0
2035	0.0	0.0
2036	0.0	0.0
2038	0.0	0.0
2040	0.0	0.0
2041	0.0	0.0
2043	0.0	0.0
2047	0.0	0.0
2050	0.0	0.0
2052	0.0	0.0
2053	0.0	0.0
2059	0.0	0.0
2062	0.0	0.0
1997	0.0	0.0
2470	0.0	0.0
2471	0.0	0.0
2472	0.0	0.0
2908	0.0	0.0
2909	0.0	0.0
2910	0.0	0.0
2912	0.0	0.0
2914	0.0	0.0
2918	0.0	0.0
2919	0.0	0.0
2924	0.0	0.0
2930	0.0	0.0
2936	0.0	0.0
2938	0.0	0.0
2902	0.0	0.0
2942	0.0	0.0
2944	0.0	0.0
2945	0.0	0.0
2946	0.0	0.0
2948	0.0	0.0
2949	0.0	0.0
2958	0.0	0.0
2959	0.0	0.0
2963	0.0	0.0
2967	0.0	0.0
2968	0.0	0.0
2971	0.0	0.0
2943	0.0	0.0
2891	0.0	0.0
2889	0.0	0.0
2888	0.0	0.0
2827	0.0	0.0
2828	0.0	0.0
2830	0.0	0.0
2831	0.0	0.0
2836	0.0	0.0
2839	0.0	0.0
2846	0.0	0.0
2850	0.0	0.0
2852	0.0	0.0
2856	0.0	0.0
2857	0.0	0.0
2858	0.0	0.0
2861	0.0	0.0
2864	0.0	0.0
2866	0.0	0.0
2873	0.0	0.0
2874	0.0	0.0
2876	0.0	0.0
2879	0.0	0.0
2880	0.0	0.0
2881	0.0	0.0
2882	0.0	0.0
2884	0.0	0.0
2886	0.0	0.0
2887	0.0	0.0
2974	0.0	0.0
2826	0.0	0.0
2978	0.0	0.0
2981	0.0	0.0
3044	0.0	0.0
3046	0.0	0.0
3049	0.0	0.0
3058	0.0	0.0
3059	0.0	0.0
3061	0.0	0.0
3064	0.0	0.0
3068	0.0	0.0
3069	0.0	0.0
3070	0.0	0.0
3073	0.0	0.0
