"id" "baseMean" "baseMeanA" "baseMeanB" "foldChange" "log2FoldChange" "DESeq_pval" "DESeq_padj" "samples" "DGEClust_pval" "DGEClust_padj"
"2" "cluster_12" 461.413769270818 832.520948619988 183.083384758941 0.219914447873565 -2.18498570583395 1.12658650575789e-14 2.15092304061275e-13 "MOEL_WILD" 0.0642419697537808 0.0419915119561762
"4" "cluster_15" 448.375810057689 812.417331970098 175.344668623381 0.215830782681819 -2.21202745223343 1.57840966749883e-10 1.64051868695958e-09 "MOEL_WILD" 0.0992375953005874 0.0552349053092235
"12" "cluster_26" 533.54116891949 863.183172348584 286.30966634767 0.33169050963849 -1.59209036070342 5.27658480934656e-06 2.48813992419255e-05 "MOEL_WILD" 0.0772403449568804 0.0466983949840912
"18" "cluster_40" 566.702144800378 990.285619000317 249.014539150425 0.251457291081135 -1.99161470947982 2.23514247433811e-12 3.1035792538932e-11 "MOEL_WILD" 0.0406199225096863 0.0311364204474441
"20" "cluster_42" 256.193328848391 69.1595324377676 396.468676156359 5.73266854447168 2.51920686667461 2.19131807059587e-15 4.62348371291489e-14 "MOEL_WILD" 0.0982377202849644 0.054822379486029
"26" "cluster_49" 676.392147519441 986.330860811561 443.93811255035 0.450090461718975 -1.15171310331773 0.000744558132706259 0.00216884968507221 "MOEL_WILD" 0.201224846894138 0.0921583279841769
"28" "cluster_52" 577.424119920466 1050.95012288726 222.279617695372 0.21150348894266 -2.24124663277733 5.69489885084973e-05 0.000212718550377832 "MOEL_WILD" 0.123859517560305 0.0636703402790838
"32" "cluster_57" 459.760023205686 222.695466336094 637.558440857881 2.86291612194598 1.51748540270707 5.10042613972092e-07 2.9373437752196e-06 "MOEL_WILD" 0.161604799400075 0.0772077284199123
"36" "cluster_65" 1311.92784465107 1890.75065849961 877.810734264664 0.464265729761132 -1.10697730402889 0.00398038627529472 0.00966017062874637 "MOEL_WILD" 0.187226596675416 0.08768543296391
"37" "cluster_66" 1285.2708451527 2593.6406541697 303.993488389946 0.117207249933111 -3.09286628349707 0.00530391896992076 0.012384624354491 "MOEL_WILD" 0.190726159230096 0.089150121295078
"39" "cluster_68" 260.181052660965 344.987381536563 196.576306004266 0.569807235060952 -0.811454154657175 0.00230119905572224 0.00593329341853373 "MOEL_WILD" 0.15573053368329 0.0749205250132911
"45" "cluster_77" 709.131793527058 1069.83423170068 438.604964896842 0.409974696920669 -1.28639322357995 9.6780413338778e-07 5.28344354404238e-06 "MOEL_WILD" 0.108736407949006 0.0581148009470208
"46" "cluster_79" 376.862371141392 175.012589469573 528.249707395256 3.01835261678186 1.59376135747693 2.1553457096251e-07 1.33109009709471e-06 "MOEL_WILD" 0.160604924384452 0.0769307026940663
"52" "cluster_90" 498.860690972814 754.821611077749 306.890000894113 0.406572886083547 -1.2984140883056 4.45935801844009e-06 2.13720664649114e-05 "MOEL_WILD" 0.0452443444569429 0.0334358406812052
"57" "cluster_98" 502.578177286902 646.211491992045 394.853191258045 0.611027807693191 -0.710690056728511 0.0160182764488203 0.0325084951846943 "MOEL_WILD" 0.0234970628671416 0.0200224971878515
"58" "cluster_101" 332.453584868372 519.450822590929 192.205656576454 0.370017041493486 -1.43433637789719 0.000133206263915431 0.000460811034106261 "MOEL_WILD" 0.0381202349706287 0.0294234368740162
"60" "cluster_104" 1055.40771228245 282.818381625664 1634.84971027503 5.78056384057422 2.53121022115618 0.0100610587368503 0.0217243326485612 "MOEL_WILD" 0.0773653293338333 0.0467884350570013
"65" "cluster_114" 798.867240707029 1268.05683744993 446.97504314985 0.352488177145686 -1.50435322619675 1.51989105025899e-07 9.68155441443304e-07 "MOEL_WILD" 0.0276215473065867 0.0228406408548525
"71" "cluster_127" 347.385361193536 563.243262246674 185.491935403683 0.329328281112125 -1.60240168599611 3.66095910852002e-07 2.17982192342895e-06 "MOEL_WILD" 0.0652418447694038 0.0423065583700992
"83" "cluster_153" 1492.45133483185 2116.95499319788 1024.07359105733 0.483748400106685 -1.04767120502457 0.000257655777759341 0.000836726408064216 "MOEL_WILD" 0.134608173978253 0.0679973052903996
"85" "cluster_155" 123.051606406398 214.224251889672 54.6721222939414 0.25520977112385 -1.97024452878591 1.9297733868335e-05 8.07539476825027e-05 "MOEL_WILD" 0.149856267966504 0.0728003238159217
"87" "cluster_158" 943.643350814132 601.408689210735 1200.31934701668 1.99584636629033 0.997000671015031 0.00123022826327752 0.00338036127406643 "MOEL_WILD" 0.034620672415948 0.0270697009647987
"89" "cluster_162" 553.212920939709 177.561164631545 834.951738170832 4.70233308000334 2.23337673291902 5.13501968093661e-10 4.86891339787593e-09 "MOEL_WILD" 0.208598925134358 0.0943350156563451
"97" "cluster_178" 347.165724550311 452.474377457026 268.184234870275 0.59270590387352 -0.754611666795322 0.00651326910361304 0.014857866468177 "MOEL_WILD" 0.0756155480564929 0.0461313950600706
"104" "cluster_198" 272.856409632399 387.686818241055 186.733603175907 0.481660955157366 -1.05391011529278 0.00896461083360487 0.0196032853149417 "MOEL_WILD" 0.194725659292588 0.090087533232175
"108" "cluster_206" 347.941277985222 473.824052370934 253.529197195939 0.535070340830785 -0.902199532911704 0.00146965398923287 0.0039699303838332 "MOEL_WILD" 0.113985751781027 0.0604325336525923
"109" "cluster_207" 24.5582042749862 4.36300711908346 39.7046021419132 9.10028360216244 3.1859115063067 0.010734627340112 0.0230294631119472 "MOEL_WILD" 0.216847894013248 0.0968906414788036
"112" "cluster_212" 3398.92651428114 952.107685338529 5234.04063598809 5.49732001598862 2.45872846555749 6.11106133541552e-05 0.000226816254319226 "MOEL_WILD" 0.0643669541307337 0.0420961447814334
"114" "cluster_216" 349.62694235699 526.054066104743 217.306599546175 0.413087957204206 -1.27547909311749 9.28000569838222e-06 4.16355811218604e-05 "MOEL_WILD" 0.0176227971503562 0.0163000458276049
"117" "cluster_229" 213.388054632366 365.906073370633 98.9995405786653 0.270559981873782 -1.88597962668045 2.72619599525397e-10 2.72464481687829e-09 "MOEL_WILD" 0.026246719160105 0.0220789708978685
"118" "cluster_235" 218.984042643416 130.284151927968 285.508960680001 2.19143277562918 1.13187442344211 0.000271761260891303 0.000877564206133358 "MOEL_WILD" 0.0573678290213723 0.0391282611412703
"121" "cluster_238" 340.296940274333 459.266099863618 251.07007058237 0.546676688431667 -0.871240237917787 0.00281691137189933 0.00710905865623732 "MOEL_WILD" 0.0737407824021997 0.0453958172923856
"127" "cluster_249" 2736.64304133321 4152.68940615824 1674.60826771444 0.403258732818081 -1.31022231871185 0.00309328348208198 0.00773981828529487 "MOEL_WILD" 0.0411198600174978 0.0313509099871074
"129" "cluster_253" 591.013251707554 255.522062441866 842.63164365682 3.29768645260731 1.7214542323797 1.34911866147892e-06 7.17555466733603e-06 "MOEL_WILD" 0.102487189101362 0.0564475757918267
"138" "cluster_271" 3632.82046793057 2473.40417983224 4502.38268400432 1.82031821596974 0.864190674858983 0.0497733027041383 0.0882430544535139 "MOEL_WILD" 0.11498562679665 0.0608471120775648
"139" "cluster_275" 180.902866987571 102.744468903316 239.521665550762 2.33123659217271 1.22109542790447 0.0278109662401057 0.053213466449614 "MOEL_WILD" 0.0704911886014248 0.044106811351925
"143" "cluster_282" 371.272164853521 582.460476357308 212.88093122568 0.365485624976705 -1.45211343065946 3.45845830962528e-07 2.06449686350274e-06 "MOEL_WILD" 0.113860767404074 0.0603572656018145
"144" "cluster_283" 121.742153021388 180.993356327395 77.303750541882 0.42710822159709 -1.22732642555824 0.000373572714088851 0.00116810052923376 "MOEL_WILD" 0.183977002874641 0.086718357736146
"147" "cluster_287" 758.775376901351 422.673741165443 1010.85160370328 2.39156471115534 1.25795482841384 1.29410704499794e-05 5.61259018404663e-05 "MOEL_WILD" 0.0328708911386077 0.0262114962902364
"152" "cluster_294" 1257.09363014458 2018.72949920132 685.866728352036 0.339751674814971 -1.55744743207336 1.98147138023563e-08 1.46545451763532e-07 "MOEL_WILD" 0.217847769028871 0.0973224182176508
"154" "cluster_297" 48487.1335859502 32955.5429120019 60135.8265914114 1.82475605854792 0.867703611035875 0.0147364765567493 0.0302213906268886 "MOEL_WILD" 0.115610548681415 0.0609231912770298
"158" "cluster_310" 2340.90285578555 3939.49754538104 1141.95683858894 0.289873727660487 -1.7865035124074 5.21813735216426e-05 0.000196371896284446 "MOEL_WILD" 0.0624921884764404 0.0414272581102694
