"id" "baseMean" "baseMeanA" "baseMeanB" "foldChange" "log2FoldChange" "DESeq_pval" "DESeq_padj" "samples" "DGEClust_pval" "DGEClust_padj"
"3" "cluster_14" 2664.35132554062 1849.30629773369 3479.39635334756 1.8814602846546 0.911852836184112 0.00275595854939431 0.00670941260153999 "UNC_WILD" 0.0539932508436445 0.0361013155564142
"6" "cluster_17" 1595.1541222823 1159.24596660676 2031.06227795783 1.75205464281491 0.80904777019523 0.00177046196044041 0.00452501481777167 "UNC_WILD" 0.208348956380452 0.091614433375393
"8" "cluster_19" 2067.25805334458 832.524925110897 3301.99118157826 3.96623702424095 1.98777089629574 6.81492031438871e-07 3.4797696314604e-06 "UNC_WILD" 0.116860392450944 0.0596086670916326
"12" "cluster_26" 577.951674032198 869.593681716725 286.30966634767 0.329245338791384 -1.60276507885555 2.44619730175325e-07 1.34378281799205e-06 "UNC_WILD" 0.0676165479315086 0.0416315101774793
"29" "cluster_53" 457.767020182719 334.678234078577 580.855806286861 1.73556493115261 0.795405340447191 0.0023760420772495 0.00589479930605754 "UNC_WILD" 0.0793650793650794 0.0463022162756502
"32" "cluster_57" 524.144140677453 410.729840497025 637.558440857881 1.5522574159364 0.63436782421332 0.0133587142652271 0.0274760908745568 "UNC_WILD" 0.170603674540682 0.0787167765356558
"43" "cluster_75" 1861.05250739265 1186.93009722426 2535.17491756105 2.13590920264789 1.09485031946281 0.000141031816723093 0.000461953167504174 "UNC_WILD" 0.0539932508436445 0.0361287151510348
"46" "cluster_79" 1437.51575933373 2346.7818112722 528.249707395256 0.225095364578818 -2.15139174741564 4.4387276683515e-16 8.38346790264452e-15 "UNC_WILD" 0.144356955380577 0.0703575764239098
"53" "cluster_91" 634.032781717351 290.975635144421 977.089928290282 3.3579785049883 1.74759299535951 0.000602049093012992 0.00171393716673796 "UNC_WILD" 0.0988626421697288 0.0533324078361718
"54" "cluster_92" 251.608860755931 111.486316792783 391.73140471908 3.51371734207691 1.81299813967139 0.000797578594532153 0.00220274654291781 "UNC_WILD" 0.131358580177478 0.0657404292663691
"55" "cluster_94" 584.085985566611 335.084017507127 833.087953626096 2.48620617546576 1.31394594079438 0.00172847024402445 0.00442574050091682 "UNC_WILD" 0.118985126859143 0.060807234260553
"57" "cluster_98" 582.447831153653 770.042471049262 394.853191258045 0.512768069428713 -0.963621668170781 0.000277045512587938 0.000849267788587633 "UNC_WILD" 0.0252468441444819 0.0209798336611432
"66" "cluster_116" 728.031059561646 998.660608377929 457.401510745363 0.458014972161859 -1.12653333518826 3.32828348325631e-05 0.000123990030505614 "UNC_WILD" 0.0508686414198225 0.034653431259323
"70" "cluster_126" 465.078686488282 372.382489824798 557.774883151766 1.49785475523888 0.582897734573806 0.0219258093605449 0.0424265316902199 "UNC_WILD" 0.0181227346581677 0.0153105861767279
"80" "cluster_144" 676.736480365027 127.773806392475 1225.69915433758 9.59272631021629 3.26194089608299 0.00260273156216637 0.006389515009008 "UNC_WILD" 0.124109486314211 0.0629628010279638
"86" "cluster_156" 238.385491779096 182.25796187977 294.513021678422 1.6159130643231 0.692349583582462 0.0546842149170858 0.0941925212080031 "UNC_WILD" 0.226721659792526 0.0989040257533319
"91" "cluster_165" 669.8846019801 439.113532560788 900.655671399412 2.05107700996378 1.03638166042191 0.0189962463861376 0.0375542000869451 "UNC_WILD" 0.104736907886514 0.0554896308397639
"93" "cluster_174" 43.8443182082567 19.5160831160063 68.1725533005071 3.49314731318165 1.8045274854225 0.000284799906006414 0.000870001799826549 "UNC_WILD" 0.100737407824022 0.0540694684379095
"97" "cluster_178" 394.846295073681 521.508355277088 268.184234870275 0.514247244855326 -0.959465935537652 0.000267135667786501 0.000822478177856246 "UNC_WILD" 0.177477815273091 0.0812271028795489
"98" "cluster_179" 1835.41135723461 1153.41192544255 2517.41078902666 2.18257738930586 1.12603280949657 1.13864908321496e-05 4.63776722241642e-05 "UNC_WILD" 0.120484939382577 0.0612774057312607
"99" "cluster_185" 2389.02002989053 1587.04621205713 3190.99384772394 2.0106496102516 1.0076616895019 0.010122717342889 0.0214376879006415 "UNC_WILD" 0.174228221472316 0.0796747801768263
"100" "cluster_186" 597.166599356441 435.523248214739 758.809950498144 1.74229493743123 0.800988865470896 0.00182226748173911 0.00464772689163812 "UNC_WILD" 0.0353705786776653 0.0273180708641452
"101" "cluster_191" 714.384934045813 176.041331613756 1252.72853647787 7.11610463857674 2.83108772483299 1.5590615650585e-23 7.20655694480332e-22 "UNC_WILD" 0.0362454693163355 0.0276326997586841
"102" "cluster_193" 940.359820396935 478.601557145174 1402.1180836487 2.92961454620465 1.55071085957572 0.0358715328793358 0.0653594102444666 "UNC_WILD" 0.19347581552306 0.0858822929198771
