"id" "baseMean" "baseMeanA" "baseMeanB" "foldChange" "log2FoldChange" "DESeq_pval" "DESeq_padj" "samples" "DGEClust_pval" "DGEClust_padj"
"2" "cluster_12" 401.599633352652 832.520948619988 78.4086469021511 0.0941821908891586 -3.40840190642205 4.49322462987988e-29 6.86291222816e-27 "MOEL_UNC" 0.0567429071366079 0.0394959674903155
"3" "cluster_14" 3073.24984307026 4705.1745701857 1849.30629773369 0.393036702495971 -1.34726405457513 1.07306855505975e-05 4.95034777928416e-05 "MOEL_UNC" 0.0511186101737283 0.036456695102254
"4" "cluster_15" 560.533180965647 812.417331970098 371.620067712309 0.457425085714428 -1.12839260792351 0.000589160189778271 0.0018471394437225 "MOEL_UNC" 0.207849018872641 0.0939965357356265
"8" "cluster_19" 4892.40773738611 10305.5848204197 832.524925110897 0.0807838603648492 -3.62978910097372 2.54753785685543e-18 1.16227279105625e-16 "MOEL_UNC" 0.110361204849394 0.0594276050564422
"10" "cluster_23" 154.804844920459 39.9090624081059 240.976681804724 6.03814440290583 2.59410525947906 0.00215580668162117 0.00575045472477994 "MOEL_UNC" 0.20997375328084 0.0947643352787007
"20" "cluster_42" 231.815586058184 69.1595324377676 353.807626273496 5.11581865582833 2.35496512485792 7.11704893900794e-14 1.51528441955969e-12 "MOEL_UNC" 0.046119235095613 0.034145051952188
"25" "cluster_47" 258.32112225243 197.652746306781 303.822404211666 1.53715245494286 0.620260258771382 0.0253215796999876 0.0494605001312519 "MOEL_UNC" 0.210098737657793 0.0948193349937122
"26" "cluster_49" 583.939254517548 986.330860811561 282.145549797038 0.286055684767773 -1.80563207963709 3.90875819104371e-08 2.89999314152831e-07 "MOEL_UNC" 0.0771153605799275 0.0480646764392543
"28" "cluster_52" 546.964822652062 1050.95012288726 168.975847475665 0.160783888593533 -2.63680524689509 2.09092880430801e-06 1.12144013580672e-05 "MOEL_UNC" 0.0397450318710161 0.0309880050304447
"29" "cluster_53" 437.799342872103 575.294154596805 334.678234078577 0.58175149426494 -0.781525083599926 0.00500601387708226 0.0119837320273867 "MOEL_UNC" 0.0903637045369329 0.0526990403255869
"36" "cluster_65" 1363.08139803238 1890.75065849961 967.329452681957 0.511611326609069 -0.966879890359278 0.0152157844553774 0.0315357231809681 "MOEL_UNC" 0.210973628296463 0.0952044730150175
"37" "cluster_66" 1440.68847489952 2593.6406541697 575.97434044688 0.222071758291152 -2.17090216334415 0.056345599501289 0.0975084192354819 "MOEL_UNC" 0.0719910011248594 0.0458371467007483
"39" "cluster_68" 280.737973270002 344.987381536563 232.550917070081 0.674085284030699 -0.568996964808858 0.0364790095790713 0.0672354463018245 "MOEL_UNC" 0.0959880014998125 0.0542901147339944
"43" "cluster_75" 1756.22653210007 2515.28844526782 1186.93009722426 0.471886275889078 -1.08348888144331 0.000136890818046349 0.000503557532771543 "MOEL_UNC" 0.0547431571053618 0.03834016871922
"44" "cluster_76" 2933.12042833593 3788.61441870204 2291.49993556135 0.604838519393696 -0.725378073766419 0.00379938241927513 0.00947620194456055 "MOEL_UNC" 0.0517435320584927 0.0368873958782363
"50" "cluster_86" 260.591132543396 548.842158128912 44.4028633542581 0.0809027927184646 -3.62766668524631 1.92354877464532e-08 1.5253785203903e-07 "MOEL_UNC" 0.051368578927634 0.0367864975782136
