0.832205	0.594443
1.111888	0.972890
1.173992	0.313622
0.142169	0.980585
0.651201	0.313800
0.335268	0.937266
2.636957	0.656048
1.816880	0.837437
1.172519	0.494126
1.138779	0.634264
2.295552	0.608333
0.818926	0.783536
1.090268	0.306947
0.541441	0.048649
0.936724	0.736468
1.342316	0.042140
0.329089	0.143567
2.260557	0.842016
1.380896	0.734016
1.483494	0.244025
1.821019	0.515742
1.270824	0.185406
1.296569	0.043098
0.854278	0.069734
0.901205	0.311806
0.431691	0.471578
0.309933	0.955099
0.265484	0.226574
0.544260	0.339584
0.900653	0.015644
0.763337	0.560172
0.967480	0.579078
2.205258	0.025649
1.245029	0.500127
2.667701	0.000014
1.855118	0.863368
1.926879	0.065824
0.394738	0.097595
1.050079	0.866287
0.332553	0.480504
1.107258	0.345689
0.326020	0.752369
0.355419	0.767228
1.002160	0.677659
0.764597	0.632696
1.232693	0.673670
0.362614	0.195776
0.683077	0.844280
1.822471	0.230300
0.212602	0.214691
1.123061	0.496075
0.860063	0.875456
0.505503	0.702515
0.746757	0.818078
1.714246	0.326998
2.339713	0.523203
0.952684	0.434202
1.882902	0.145919
1.109621	0.933707
1.058516	0.361494
0.240740	0.656621
1.643918	0.476775
0.317850	0.216764
0.233810	0.492620
1.051143	0.001188
0.683317	0.005811
0.250930	0.159889
1.498925	0.000179
0.601519	0.230520
0.636685	0.698698
1.108625	0.210361
0.241326	0.082356
0.641185	0.677553
0.547836	0.910891
1.294507	0.128254
0.749180	0.784864
1.038008	0.433312
2.395939	0.836617
1.700565	0.942181
0.578728	0.908044
0.909552	0.155947
1.604924	0.715369
1.221472	0.250948
1.530781	0.780296
0.481700	0.846782
0.618518	0.954643
0.799845	0.864003
0.512554	0.986107
1.109887	0.045878
0.251666	0.197554
0.643093	0.610014
0.827189	0.720127
0.592708	0.022389
0.424207	0.782977
0.934497	0.713629
0.600967	0.436294
0.392688	0.334233
4.503596	0.296138
0.418127	0.748792
0.543607	0.676761
