0	1.000000	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 
1	6.960517	9.008523 	8.240446 	10.888319 	7.473248 	8.182308 	7.375743 	7.682255 	8.733785 	5.413307 	6.619816 	4.477163 	6.808393 	8.296428 	6.682376 	6.446253 
2	5.464065	8.598897 	6.685343 	6.314426 	5.322685 	5.593978 	8.462242 	5.719084 	7.317116 	6.689035 	8.539435 	8.089801 	6.497833 	6.537986 	6.588140 	7.752194 
3	5.204591	8.188659 	6.077675 	6.365697 	7.034987 	8.056320 	7.786462 	7.248684 	7.909398 	7.336231 	6.781133 	6.955893 	7.175280 	6.556843 	6.006344 	8.955389 
4	6.037186	7.391552 	8.415845 	7.849052 	7.653343 	7.811121 	7.127660 	8.087563 	6.647607 	9.776738 	7.262937 	5.830449 	9.236059 	6.956376 	6.352167 	5.979459 
5	5.651142	6.478877 	7.488394 	8.322331 	5.800131 	6.788290 	5.779620 	7.311819 	7.380673 	8.183285 	7.402168 	7.246250 	6.189937 	6.891296 	6.506651 	6.255524 
6	6.267570	7.102420 	9.168985 	7.366157 	7.304323 	7.356209 	8.453776 	8.723992 	10.256886 	9.291075 	8.410216 	7.460693 	9.331580 	8.767639 	5.495221 	6.237244 
7	5.672282	7.974121 	7.458236 	7.104205 	9.404011 	8.346318 	8.083419 	6.748485 	7.530477 	7.057413 	8.760542 	9.491432 	7.972729 	6.969010 	7.874441 	9.175037 
8	5.621911	9.221209 	9.522680 	9.603809 	6.677227 	9.403262 	7.557654 	9.080762 	7.664590 	8.026234 	9.466743 	9.372835 	9.294293 	7.652907 	8.527994 	5.802731 
9	6.339061	7.318152 	6.198289 	7.998528 	9.005285 	10.847595 	6.790233 	7.144618 	8.228677 	7.107426 	8.338908 	8.491121 	7.133260 	7.781859 	8.652058 	5.381629 
10	5.804229	8.299111 	6.714764 	6.827104 	6.639547 	9.822094 	7.351393 	7.877432 	6.956199 	7.396468 	8.369726 	8.540375 	10.190202 	5.636028 	6.892299 	7.599620 
11	5.149633	6.516633 	9.413703 	6.795973 	8.307984 	8.421500 	8.605717 	8.195018 	7.385891 	7.148804 	6.784449 	8.857544 	8.400756 	7.962685 	6.913786 	5.938966 
12	6.134325	9.099825 	7.241087 	7.603101 	7.679846 	9.414673 	8.205666 	9.095523 	7.412563 	9.857490 	7.924987 	8.729637 	9.298272 	5.336113 	6.395688 	7.799270 
13	4.505642	9.092264 	9.140527 	8.666871 	8.668541 	9.379171 	6.224287 	8.452976 	9.310168 	10.778459 	7.593427 	7.425253 	8.319166 	6.770572 	8.745786 	7.448263 
14	6.801028	8.289705 	9.346505 	8.213529 	8.836040 	10.135278 	8.429312 	7.315859 	9.412703 	11.320387 	7.473742 	9.498993 	9.164623 	9.903937 	10.129044 	6.049961 
15	5.365400	7.463001 	7.294478 	7.541526 	7.526277 	9.065855 	9.400432 	8.626485 	8.633919 	8.452046 	7.735346 	7.650751 	8.091181 	7.452428 	9.003531 	6.443154 
16	6.593649	8.770583 	6.844625 	8.403775 	9.053265 	8.466604 	7.950309 	8.367150 	8.152735 	9.339480 	8.705848 	8.192678 	6.084458 	9.924665 	7.864781 	8.911637 
17	6.589685	9.403619 	10.405387 	8.023140 	8.698530 	8.322617 	8.223020 	9.026105 	8.741417 	9.293512 	9.250106 	9.070939 	8.782456 	8.948753 	10.196231 	7.966019 
18	5.463537	8.869952 	8.638958 	8.407610 	7.688666 	8.211852 	9.056962 	11.155577 	8.159732 	8.674037 	7.636204 	7.121670 	8.416314 	7.146530 	7.240887 	10.078586 
