-2.248421	-3.887663	-3.159500	-1.890226	-4.603813	-2.925310	-4.062190	-1.992680	-2.216078	-3.392476	-2.895589	-5.969250	-4.196590	-3.043713	-5.282479	-2.387176	-4.199375	-4.376703	-5.357987	-3.815931	-4.453689	-5.842144	-5.353097	-3.908674	-8.902189	-7.512155	-5.771154	-8.722823	-6.450334	-5.736387	-8.862416	-7.825754	-13.257445	-12.452939	-10.809106	-9.971540	-10.484296	-11.320865	-11.873680	-12.665887	-12.646823	-12.939522	-12.246048	-12.160073	-16.135016	-12.680010	-13.124652	-12.750417	-14.018105	-14.224944	-14.253227	-14.259919	-14.647814	-15.533256	-19.179229	-16.040033	-16.241890	-17.356643	-16.118876	-19.774569	-18.557789	-22.626165	-22.161289	-22.563676	-20.875250	-23.010675	-23.576530	-23.890636	-22.101285	-23.756733	-23.375478	-23.991927	-23.346935	-24.158401	-23.496024	-25.931187	-25.142271	-26.725681	-25.866345	-25.635963	-26.323616	-26.480981	-26.819672	-28.529244	-28.847559	-28.749851	-27.673560	-30.332787	-30.066428	-30.792936	-31.373918	-33.027313	-31.278298	-32.876402	-32.002005	-32.251062	-31.730177	-32.961215	-33.193352	-31.181075
-1.666632	-3.172615	-1.639540	-1.790108	-4.022321	-3.018338	-3.441140	-2.412633	-3.673139	-3.676217	-3.764794	-2.999367	-3.371960	-4.129710	-5.438788	-4.845688	-4.866864	-4.472387	-5.246533	-5.158691	-6.613160	-8.012319	-6.966825	-8.258608	-8.227063	-9.603283	-10.160794	-11.000432	-12.099192	-10.112520	-12.740915	-12.505873	-11.949373	-13.858864	-11.205115	-12.649056	-12.027258	-14.339847	-12.553034	-14.810859	-13.079796	-15.378438	-20.298149	-14.702216	-16.648824	-17.174090	-19.586532	-18.799083	-20.011256	-19.516425	-20.307056	-19.192637	-20.380717	-23.469385	-22.741035	-23.723461	-24.454736	-23.835235	-24.983926	-25.031213	-25.693418	-24.373414	-25.149263	-29.832315	-28.673758	-28.335718	-31.574778	-28.654003	-31.379982	-27.844434	-28.918245	-29.853687	-29.223949	-29.160821	-34.632178	-30.928945	-32.561791	-31.449117	-32.508512	-31.323425	-32.170882	-30.750667	-33.675590	-33.275385	-33.946485	-32.851295	-34.082237	-33.186341	-35.728259	-37.371486	-37.988387	-37.581045	-38.273514	-37.851111	-37.798321	-39.179445	-39.499882	-39.323203	-38.725245	-38.381661
-5.703524	-1.639941	-2.984672	-1.172086	-2.945688	-2.532419	-4.976094	-2.293290	-2.732078	-4.580682	-3.549329	-3.470992	-3.514329	-4.529987	-6.394056	-4.695259	-6.149974	-4.635847	-8.286235	-6.919702	-9.973072	-6.316427	-7.451279	-8.057823	-10.576938	-9.291847	-10.731300	-11.759149	-10.178378	-14.876556	-13.679442	-14.137405	-15.405008	-22.066639	-15.293691	-14.737601	-20.575581	-20.038737	-21.585598	-21.743496	-21.251858	-22.891230	-26.143890	-21.139616	-23.755662	-21.157072	-22.860850	-25.207993	-24.749373	-24.335830	-26.833910	-24.982878	-25.864015	-27.755826	-30.668476	-27.646160	-28.796794	-32.139993	-30.925547	-29.401616	-30.310970	-30.870995	-30.420832	-31.958061	-34.006880	-31.113978	-31.773489	-33.577064	-36.042697	-36.570865	-35.267432	-36.110233	-35.231258	-36.568286	-38.740592	-38.758112	-41.563897	-39.217558	-41.910504	-44.328991	-42.023350	-41.801714	-45.174787	-44.009992	-44.355222	-43.991540	-45.039357	-46.273622	-47.463444	-50.551059	-48.465047	-48.849910	-50.148325	-47.521800	-48.484636	-48.133300	-49.343731	-49.802292	-50.782861	-50.734644
-1.842067	-1.312666	-1.568213	-2.790756	-2.848901	-3.249631	-2.735908	-2.977123	-3.721056	-4.348839	-3.281968	-5.471558	-6.119021	-5.085433	-6.633589	-7.418731	-9.246134	-11.255004	-7.187572	-10.968097	-10.792420	-10.802462	-10.586286	-12.264004	-16.346959	-15.720434	-14.874345	-14.860896	-15.330602	-19.839490	-19.209681	-19.188147	-19.596547	-20.816675	-19.772303	-20.837461	-24.331702	-24.901145	-23.426206	-24.666324	-26.890394	-28.935494	-29.092355	-30.455736	-32.078176	-34.276405	-32.956386	-31.754636	-32.668014	-33.864380	-34.355535	-34.699951	-34.469293	-35.022953	-37.632918	-39.285646	-37.642107	-39.244511	-41.785316	-38.097533	-37.317997	-42.776106	-42.636493	-41.095520	-43.513717	-40.847192	-41.501867	-40.857956	-43.282756	-48.657227	-47.661091	-48.734191	-47.512508	-47.018411	-46.510152	-50.466918	-51.831294	-54.315253	-53.563994	-56.783669	-55.735848	-56.033511	-57.475819	-56.978541	-57.256667	-57.879070	-57.154258	-60.588113	-56.557403	-60.293985	-59.610573	-61.339667	-62.262015	-61.305715	-63.233749	-64.274668	-65.552047	-66.089090	-65.897596	-64.703746
-3.483371	-2.287014	-2.332448	-4.966032	-1.685430	-2.252996	-2.680856	-3.220997	-2.263941	-1.925540	-3.522668	-3.888627	-4.658102	-4.448719	-4.919285	-6.570149	-5.789451	-5.103228	-4.870657	-6.652477	-4.223316	-10.625082	-7.647340	-6.509393	-10.015376	-7.926939	-15.354366	-12.139381	-11.247898	-10.742568	-11.900894	-11.516446	-11.806780	-12.532281	-14.495338	-13.441805	-13.555646	-15.286390	-14.847315	-14.474934	-18.123793	-16.969513	-18.743921	-19.482438	-17.740339	-19.070226	-16.624436	-24.228413	-18.460520	-20.253790	-24.638157	-20.581238	-20.643498	-22.285075	-21.147569	-21.443041	-21.160218	-22.191228	-21.823649	-21.643330	-23.928894	-24.936736	-22.491051	-24.413970	-22.947218	-25.743506	-24.901900	-25.151306	-24.694670	-25.562359	-24.465940	-26.954555	-25.099367	-29.254497	-26.274765	-26.451205	-28.138832	-30.623619	-26.711843	-30.394222	-29.253210	-30.343526	-30.654055	-30.154590	-30.127311	-33.181376	-31.250092	-31.381835	-33.552423	-33.178361	-34.577041	-33.253654	-34.837788	-33.605204	-34.289722	-36.543564	-34.646016	-36.822006	-36.558814	-33.643892
-1.351255	-2.017613	-1.146953	-2.074999	-3.225909	-5.812777	-3.610341	-3.914358	-3.194491	-5.923513	-5.140308	-4.183095	-6.869385	-6.100312	-5.227524	-8.372716	-6.932312	-8.922716	-8.889924	-8.745028	-9.248397	-9.321170	-12.685417	-14.674549	-12.896495	-14.710229	-15.957367	-17.641451	-17.051050	-17.072893	-19.041338	-19.756544	-20.022935	-20.286741	-20.152099	-22.883189	-22.833762	-23.376191	-27.198069	-22.994130	-25.450872	-24.399081	-25.488438	-26.993807	-25.472154	-28.110084	-29.716845	-30.029147	-31.071350	-31.459553	-31.377933	-32.841217	-33.426746	-35.821825	-35.198905	-34.832842	-35.187396	-34.468803	-36.828970	-37.297370	-37.279779	-36.009604	-39.249736	-37.964916	-39.605099	-40.807273	-42.182597	-42.618204	-41.625491	-40.189772	-42.841395	-43.975082	-43.215762	-42.272469	-45.577251	-44.483922	-45.894005	-45.486672	-44.016804	-49.305137	-47.622221	-45.534662	-47.150823	-52.302217	-52.062705	-53.567152	-52.376030	-57.569983	-54.730113	-54.319750	-59.088927	-57.221136	-57.118513	-59.929369	-58.815687	-59.201134	-61.942529	-59.184027	-61.289113	-60.516404
-2.165484	-3.891702	-1.654425	-1.817005	-5.233642	-2.342697	-1.716894	-2.779981	-5.920977	-3.237170	-3.173311	-4.100295	-4.243903	-4.246340	-3.783727	-7.963000	-5.641845	-6.405161	-5.297919	-5.617598	-7.031405	-7.671561	-8.444962	-7.591305	-10.331231	-11.313948	-11.404102	-13.069436	-12.695723	-15.111995	-14.616143	-13.029765	-14.768242	-13.983539	-13.950455	-14.803465	-16.005980	-14.688633	-14.439902	-16.964333	-16.144497	-15.999390	-15.552242	-16.368188	-16.241680	-17.815315	-21.109266	-21.328392	-21.172688	-21.533038	-18.769157	-20.739604	-21.187011	-21.808653	-23.443964	-24.496775	-23.524332	-23.533759	-26.100099	-24.527146	-24.377866	-26.428478	-24.399789	-27.472847	-26.763769	-26.469092	-28.899709	-28.924842	-27.525170	-32.768526	-29.263575	-29.999734	-30.871712	-31.126043	-29.292116	-29.642130	-30.468436	-31.265410	-31.291170	-32.039119	-32.198086	-32.491466	-32.432001	-34.115787	-34.277342	-37.699205	-36.563917	-36.259893	-37.952924	-36.614840	-35.790519	-38.367655	-38.736799	-36.228640	-39.516681	-41.074708	-41.255780	-40.049312	-42.061990	-40.261969
-2.301569	-3.417991	-4.364155	-1.835121	-3.603732	-2.000508	-2.082331	-3.217768	-2.510264	-1.626702	-6.067717	-2.811541	-4.320984	-5.881472	-5.192956	-5.591015	-6.692182	-10.231565	-8.147293	-8.683776	-8.374013	-12.713113	-12.354505	-11.824384	-13.386885	-11.784400	-11.621243	-14.255416	-13.194909	-12.442946	-13.094642	-14.633981	-13.266808	-14.137572	-14.528169	-14.967557	-14.867503	-17.561210	-16.650833	-16.384351	-17.695777	-19.507210	-19.337420	-18.868395	-19.611497	-20.626103	-18.738466	-19.423732	-21.229638	-19.266034	-24.475237	-22.999703	-21.609776	-20.576866	-24.419919	-20.743953	-25.190523	-22.865438	-22.485577	-24.861023	-22.098574	-25.286958	-25.346422	-24.951817	-25.196849	-25.775404	-28.482458	-28.088155	-27.572080	-27.404389	-28.880214	-30.997755	-34.645161	-30.507167	-31.297857	-29.641776	-32.508200	-31.419592	-32.854574	-31.499963	-36.021628	-32.812393	-35.753724	-31.494660	-33.599160	-33.119198	-34.129838	-35.144530	-35.124502	-35.545971	-37.243571	-34.929284	-36.875644	-37.448268	-37.593131	-37.127560	-36.675900	-38.972712	-39.833105	-37.358549
-4.330002	-3.285028	-1.142266	-3.057196	-4.769089	-1.991600	-4.134841	-2.704499	-1.775879	-3.022018	-4.730592	-3.825907	-3.174269	-3.567323	-4.438825	-4.319489	-8.003205	-5.873501	-6.493582	-5.288008	-8.948481	-7.293823	-8.522510	-9.022632	-9.476113	-10.355353	-7.902215	-9.310147	-9.355468	-9.899589	-10.865229	-12.442879	-13.986313	-13.304036	-13.933203	-15.786532	-14.661358	-16.738204	-15.765269	-16.583495	-15.978292	-16.465978	-17.479526	-19.326947	-21.037230	-20.029143	-19.889929	-19.973398	-20.360777	-22.073492	-20.136638	-20.422643	-22.636843	-22.542333	-23.028979	-26.147294	-25.300372	-23.983218	-23.509229	-23.261809	-23.870398	-27.934566	-27.969431	-32.498713	-27.956387	-30.688807	-29.575915	-30.181148	-31.222666	-32.679318	-30.482647	-31.710880	-33.730631	-34.987504	-34.107007	-33.362214	-35.568753	-35.344769	-37.425547	-34.926355	-36.869556	-36.987457	-36.295344	-36.917327	-36.423256	-38.593067	-36.650775	-39.459338	-36.279068	-37.182290	-38.869697	-38.942886	-39.054627	-40.996875	-40.108783	-41.412597	-38.753149	-38.895982	-41.415880	-39.554819
-2.632022	-2.844377	-1.159980	-3.508857	-2.975604	-2.789449	-1.615603	-4.162379	-3.700792	-2.051050	-5.658589	-4.174473	-4.724877	-6.169229	-5.653304	-5.634648	-7.394780	-7.436823	-5.096076	-7.268517	-6.970401	-8.346185	-9.005250	-10.032366	-10.966837	-10.657912	-10.899102	-11.459813	-12.463020	-15.656696	-14.016434	-14.259056	-15.660588	-13.192624	-15.530802	-14.725106	-19.356230	-14.921610	-16.301297	-17.796909	-17.893936	-16.191616	-19.414609	-18.345570	-19.563940	-21.772826	-21.637816	-21.511839	-21.973881	-21.695639	-21.584507	-22.444373	-23.733370	-23.786465	-26.896722	-25.370853	-25.732537	-28.087250	-31.041254	-27.852439	-30.146586	-35.362826	-32.517071	-35.906382	-35.278142	-36.655851	-39.384285	-40.344795	-40.344117	-41.659354	-39.429603	-38.538532	-42.097921	-42.064708	-42.042845	-41.932370	-42.747277	-41.616435	-43.657149	-44.650080	-46.518107	-47.862620	-46.729819	-46.838888	-49.439221	-49.047746	-50.262663	-49.988068	-50.677146	-51.284592	-53.103406	-52.799553	-54.516150	-55.733985	-53.315945	-54.351660	-53.697044	-54.986276	-61.765941	-56.902645
