0.647207	0.660818
0.394359	0.866206
0.193633	0.125691
0.353781	0.982578
0.389806	0.199331
3.749378	0.362293
0.268955	0.700236
0.210393	0.211856
0.424987	0.983721
1.051135	0.671287
1.738577	0.731036
0.752889	0.776029
0.555923	0.717846
0.473183	0.985962
0.443421	0.000023
0.115746	0.239111
1.036619	0.144369
0.558577	0.742769
0.989959	0.162049
0.193078	0.052872
0.298505	0.619515
0.771081	0.869287
0.327491	0.704168
2.656122	0.000122
0.256976	0.014208
0.254273	0.577451
0.598981	0.026251
0.491314	0.318223
2.366924	0.537493
0.201296	0.009617
0.192318	0.964245
0.218739	0.380121
0.687434	0.637044
0.236421	0.240759
0.254170	0.594423
0.313260	0.514697
1.169265	0.420054
0.230527	0.764810
0.125428	0.631848
0.525286	0.055088
0.281615	0.072465
0.163754	0.664367
0.636030	0.283340
0.297036	0.980289
0.506498	0.243695
0.220802	0.267466
0.208677	0.947096
0.382995	0.001243
2.274791	0.302607
1.729301	0.900805
0.848634	0.212711
0.309586	0.798965
0.610952	0.185540
0.123536	0.342831
0.213034	0.401552
0.485507	0.379719
0.901378	0.006715
0.778388	0.057711
0.554676	0.000108
1.074614	0.457348
0.170847	0.012983
0.445309	0.579534
1.247143	0.669932
1.770912	0.020676
0.570588	0.748902
0.930288	0.501969
0.753480	0.002586
0.157694	0.357927
0.233890	0.659187
0.292985	0.051136
1.624087	0.930555
0.662562	0.750023
0.186967	0.904701
1.249051	0.883549
0.535568	0.925712
0.593883	0.062884
0.153248	0.967686
0.434566	0.000402
2.009889	0.117270
1.148423	0.334733
0.058921	0.294750
1.609008	0.198770
0.418378	0.536532
0.714087	0.071552
0.378311	0.569707
1.180940	0.341417
0.892010	0.624740
0.439375	0.780926
0.685359	0.887234
1.729955	0.967600
0.343225	0.019528
0.697377	0.917705
0.533697	0.955231
0.297385	0.003467
0.336699	0.274966
0.183054	0.207986
0.570964	0.895747
0.560415	0.574101
0.543580	0.460102
1.272194	0.687016
