0	1.000000	1.000000 	1.000000 	1.000000 	1.000000 
1	6.559528	4.976157 	5.684335 	6.639100 	5.656771 
2	7.030499	5.833499 	5.931212 	7.252591 	5.991419 
3	5.809854	4.980511 	7.985652 	6.257543 	6.789329 
4	8.398611	6.232483 	6.958144 	6.522506 	5.932668 
5	5.861096	8.550245 	8.129440 	9.226008 	7.523346 
6	6.282650	7.403464 	7.109831 	7.236375 	5.884762 
7	6.086380	6.894456 	5.650873 	8.171481 	8.209886 
8	5.536068	7.319915 	5.338821 	7.361631 	7.502308 
9	6.083676	9.884586 	8.033518 	8.417316 	5.989356 
10	5.217441	6.900585 	6.943360 	9.188995 	8.922208 
11	6.126944	7.068873 	9.095339 	9.954864 	7.699053 
12	6.733107	9.157152 	6.516047 	8.605025 	6.891168 
13	7.754791	6.209232 	8.064159 	8.057392 	6.795078 
14	5.271313	7.583317 	8.894864 	8.822637 	7.374281 
15	5.654121	8.483334 	7.312754 	8.012529 	5.979616 
16	5.321042	8.315967 	8.017104 	7.532458 	7.357744 
17	6.933115	9.218414 	8.624751 	9.102668 	7.250992 
18	6.304419	9.238671 	9.389389 	9.379965 	8.661706 
19	6.532441	8.280681 	10.529447 	5.991355 	9.147761 
20	6.092889	9.237890 	7.391121 	6.294761 	8.232182 
21	6.139824	5.920563 	6.084630 	9.469485 	10.206898 
22	6.055428	7.300042 	7.690615 	8.796928 	8.143941 
23	6.963532	9.288187 	7.898005 	7.740854 	7.445064 
24	6.462948	8.083764 	8.917704 	8.601137 	8.923002 
25	6.252600	7.445345 	9.740360 	7.509407 	8.731875 
26	6.539860	7.617798 	10.480038 	10.229876 	9.696354 
27	6.221123	7.822228 	9.313161 	7.976445 	9.094036 
28	6.522873	8.263908 	9.277437 	7.775056 	8.664125 
29	6.905743	8.920987 	10.496460 	7.549297 	7.887244 
30	5.484909	11.705254 	10.199395 	6.637073 	9.940891 
31	6.883180	9.159235 	8.527470 	8.366256 	10.214198 
32	6.714090	8.309313 	8.131888 	7.684422 	10.962155 
33	6.940175	11.002265 	9.169413 	6.080297 	12.152515 
34	6.890405	9.199380 	9.228314 	7.757052 	9.550537 
35	5.597136	10.547264 	10.593540 	9.899042 	8.004602 
36	6.371511	9.802812 	7.683216 	10.393960 	9.884044 
37	5.401370	8.464509 	9.262554 	8.154767 	10.262591 
38	5.468827	9.779055 	10.158992 	9.015624 	7.901913 
39	7.707900	11.852791 	11.871551 	8.182201 	6.674916 
40	6.992280	8.696161 	9.975287 	8.408713 	5.604447 
41	5.354307	9.401191 	7.746439 	7.449078 	10.504374 
42	8.773846	7.839474 	9.845484 	8.194774 	8.732382 
43	5.320844	7.843370 	7.590567 	6.477334 	9.268318 
44	5.865741	11.200948 	6.775058 	7.888935 	10.812453 
45	7.687677	9.586926 	9.971437 	7.792942 	10.454868 
46	6.505527	8.444197 	7.606142 	9.410433 	8.694177 
47	5.315242	7.866771 	11.571743 	8.220976 	8.766877 
48	7.028322	8.085055 	7.788392 	9.020703 	9.061148 
49	5.517541	10.252463 	8.708562 	7.957113 	10.182789 
50	7.000887	8.747897 	8.122415 	8.137625 	9.454890 
51	5.329384	7.891337 	6.811712 	8.608804 	8.490097 
52	6.342766	11.523432 	7.155341 	7.623488 	8.076732 
53	6.652861	7.726755 	8.631740 	9.634586 	8.869026 
54	6.258302	9.066309 	10.459118 	10.214355 	11.120426 
55	6.267388	8.687726 	7.862531 	8.607849 	6.206022 
56	4.903418	8.586258 	8.659738 	7.291359 	7.373772 
57	6.639976	9.949792 	10.323068 	9.196764 	10.534704 
58	5.019943	9.129950 	6.370873 	6.792735 	11.482147 
59	5.467727	10.353291 	6.936156 	7.620777 	10.759979 
60	7.590533	10.261887 	8.642505 	8.443799 	9.006045 
61	6.234274	10.225196 	7.918286 	8.387370 	8.116055 
62	7.084635	8.354765 	9.832188 	9.896870 	9.096681 
63	6.733830	8.502598 	8.068219 	7.290622 	9.816037 
64	5.866079	8.831337 	9.049141 	6.450180 	10.117268 
65	6.271532	7.262152 	10.641336 	7.472926 	10.627246 
66	5.716859	7.554664 	9.167897 	7.664879 	8.408491 
67	5.920429	7.506099 	8.738368 	10.387501 	8.508030 
68	7.217329	6.034362 	9.846430 	9.134304 	11.557756 
69	6.714396	7.122270 	9.271881 	10.043137 	9.860740 
70	6.272858	6.114414 	9.225812 	10.369018 	11.496118 
71	5.033119	8.027521 	11.249464 	8.991868 	7.649134 
72	4.462180	8.970518 	12.403669 	10.618882 	8.850898 
73	5.525427	11.124205 	8.354566 	8.189772 	10.796609 
74	5.956687	6.760399 	7.558572 	7.301606 	7.854141 
75	6.291572	8.052367 	8.977594 	8.992828 	9.679409 
76	6.425724	8.515545 	10.357671 	8.424532 	7.320841 
77	6.923860	7.638385 	8.553486 	8.109197 	8.890746 
78	5.154159	9.011700 	7.858419 	9.078321 	9.436464 
79	6.649824	9.333246 	10.710376 	8.551937 	7.339240 
80	6.273388	9.922127 	5.922357 	8.349904 	10.266761 
81	6.770938	9.312845 	7.676914 	7.667621 	9.311707 
82	6.500137	5.896796 	7.816459 	9.867431 	9.026345 
83	6.290683	8.782519 	10.239507 	8.067602 	8.609374 
84	6.382612	8.194256 	7.217720 	10.079494 	9.518332 
85	5.633990	8.860590 	8.811369 	9.429788 	7.565676 
86	6.514967	9.762969 	7.636792 	9.881736 	10.098113 
87	5.647625	10.698982 	7.377996 	9.176367 	6.745182 
88	6.913664	7.018727 	8.053919 	7.720222 	8.218423 
89	6.374158	9.465563 	7.090567 	10.539384 	9.146830 
90	5.765033	8.001442 	9.076395 	7.662094 	9.224944 
91	5.534398	8.127828 	8.448400 	7.921175 	10.332703 
92	5.573648	9.202959 	7.313522 	8.442309 	9.166873 
93	6.519074	8.465573 	9.941131 	9.993591 	7.845253 
94	6.562834	9.144648 	7.970556 	8.662779 	8.555726 
95	6.589848	8.643309 	9.316646 	9.535160 	8.596259 
96	5.548426	8.011711 	8.050908 	8.177847 	7.194264 
97	6.847588	9.064133 	7.951895 	9.873745 	7.449417 
98	6.743083	8.920979 	5.741735 	7.604552 	10.023033 
99	5.636761	8.261140 	9.377512 	9.093743 	8.956147 
100	6.074524	7.629167 	6.996775 	8.144885 	10.239319 
101	6.260672	6.041271 	10.464349 	10.582639 	9.512332 
102	5.093628	7.500656 	9.797230 	7.313483 	9.683104 
103	6.880007	7.546476 	9.184615 	10.816165 	7.076245 
104	6.911280	8.195138 	9.109011 	9.619406 	6.322325 
105	5.484094	7.434512 	9.955455 	8.587569 	9.961810 
106	6.879804	8.702788 	11.735625 	9.128251 	9.446724 
107	7.209951	7.330237 	11.156634 	9.620450 	9.917172 
108	5.733171	6.625236 	8.579062 	7.974209 	10.124228 
109	6.818140	9.127621 	8.548345 	8.620102 	10.209849 
110	7.105684	6.279507 	10.500618 	8.773275 	9.933996 
111	5.665845	9.179989 	10.433910 	8.473325 	10.441450 
112	6.249559	8.592996 	10.067266 	10.258096 	8.737094 
113	6.708059	8.666213 	9.362188 	8.566773 	7.345374 
114	6.390871	8.263606 	9.660171 	7.716954 	9.213671 
115	5.248277	8.344978 	10.737769 	5.903122 	10.285444 
116	5.744676	8.615991 	8.376778 	8.538894 	9.124049 
117	5.223229	9.870432 	7.921126 	7.994268 	6.685984 
118	5.117298	8.665910 	11.526640 	6.944786 	8.233138 
119	6.578354	10.248998 	10.205220 	9.000959 	8.321528 
120	7.691337	8.312712 	9.808394 	7.779051 	10.004930 
121	6.068463	9.592758 	9.260535 	8.395798 	10.419302 
