	pval	padj
3519	0.03662597114317425	0.03662597114317425
2927	0.10210876803551609	0.06936736958934517
2294	0.10432852386237514	0.08102108768035515
714	0.11320754716981132	0.0890677025527192
6140	0.12541620421753608	0.09633740288568257
180	0.12763596004439512	0.10155382907880134
3120	0.146503884572697	0.10797526557792929
6902	0.14761376248612654	0.11293007769145395
6862	0.1509433962264151	0.11715377975089408
1670	0.15205327413984462	0.12064372918978913
3805	0.15760266370699222	0.1240036323277167
6701	0.16648168701442842	0.127543470218276
498	0.17869034406215317	0.1314778451293435
5954	0.18423973362930077	0.135246551450769
899	0.1864594894561598	0.13866074731779504
329	0.1897891231964484	0.14185627081021088
6452	0.2008879023307436	0.1453287197231834
5860	0.20199778024417314	0.1484770008632384
5271	0.20199778024417314	0.15129388398855076
1503	0.20532741398446172	0.1539955604883463
6866	0.20532741398446172	0.1564399344643518
6350	0.20754716981132076	0.15876299061648677
4920	0.21087680355160932	0.16102880857018775
2754	0.21198668146503885	0.16315205327413987
780	0.21198668146503885	0.16510543840177583
305	0.21642619311875694	0.16707931358319816
5980	0.21864594894561598	0.16898918896699142
5835	0.22308546059933407	0.1709211986681465
1530	0.22308546059933407	0.17271996632094608
1833	0.22752497225305215	0.1745467998520163
6252	0.2286348501664817	0.17629157566861195
6927	0.23085460599334073	0.1779966703662597
6371	0.2341842397336293	0.17969932398345273
2114	0.23529411764705882	0.1813344649735588
1442	0.23529411764705882	0.18287616933565878
5140	0.23640399556048836	0.18436305339745962
2538	0.23751387347391786	0.18579956204817472
5770	0.2386237513873474	0.18718967229394243
6428	0.2386237513873474	0.18850849483479895
3392	0.2397336293007769	0.18978912319644842
512	0.24084350721420644	0.1910343520749303
1021	0.24195338512763595	0.19224671000475663
1334	0.244173140954495	0.1934543014221924
526	0.24528301886792453	0.1946322268186863
2840	0.24639289678135406	0.19578246392896778
4621	0.24639289678135406	0.1968826907301066
5589	0.24750277469478357	0.19795971379318483
6431	0.24750277469478357	0.1989918608953015
186	0.2486126526082131	0.20000453011393232
6699	0.2486126526082131	0.20097669256381792
3953	0.2486126526082131	0.20191073099606094
6295	0.2486126526082131	0.2028088448732177
4991	0.25083240843507215	0.20371494984608288
1000	0.25083240843507215	0.20458749537550858
4936	0.25083240843507215	0.20542831197659156
173	0.25083240843507215	0.2062390994133501
