0	96	0.000000	1.000000
1	46	-0.095824	1.048322
2	34	-0.162032	1.220056
3	38	-0.563591	1.217393
4	28	-0.462210	0.806610
5	29	-0.975326	0.977034
6	32	-0.810966	1.302952
7	32	-1.204998	1.340426
8	30	-1.141289	1.155925
9	31	-1.316186	1.300293
10	29	-1.693524	0.898096
11	32	-1.665432	1.675997
12	33	-1.787618	1.321714
13	35	-1.830075	1.132893
14	41	-1.954143	1.133136
15	39	-1.952376	0.879725
16	43	-2.348631	1.398214
17	45	-2.135676	1.051798
18	49	-2.256268	1.290272
19	52	-2.611818	1.299544
20	53	-2.152232	1.321974
21	52	-2.325416	1.242601
22	54	-2.131515	1.285046
23	54	-2.281439	1.173386
24	52	-2.107398	1.062261
25	49	-1.876671	1.373853
26	49	-2.383230	1.468261
27	49	-2.158127	1.180345
28	51	-2.089475	1.170670
29	50	-2.205567	1.531431
30	48	-1.987660	1.450933
31	49	-2.357179	2.081693
32	51	-2.219028	1.289818
33	50	-2.267578	1.475410
34	50	-2.170021	1.732737
35	51	-2.359866	1.874822
36	51	-2.378400	1.636690
37	51	-2.672708	1.256155
38	52	-2.171388	1.976121
39	52	-2.555413	1.477343
40	53	-2.271408	2.060107
41	54	-2.351894	1.708348
42	54	-2.474330	1.227607
43	53	-2.397827	1.291218
44	53	-2.610812	1.050820
45	53	-2.403115	1.236226
46	51	-2.548244	1.226226
47	50	-2.637185	1.531161
48	51	-2.560998	1.748941
49	51	-2.424811	1.826389
50	51	-1.988107	2.206456
51	52	-2.358199	1.324553
52	53	-2.141332	1.500459
53	53	-2.577336	1.857551
54	52	-2.495060	2.099855
55	53	-2.537290	1.804205
56	50	-2.133070	1.658236
57	50	-2.794137	1.318924
58	49	-2.422142	1.261507
59	49	-2.082889	1.499710
60	50	-2.573179	1.466260
61	49	-2.650036	1.306623
62	50	-2.605169	1.920357
63	50	-2.363928	1.532234
64	51	-2.581774	1.647689
65	49	-2.822315	1.863431
66	51	-2.603114	2.260374
67	47	-2.501416	1.495794
68	47	-2.493681	1.510911
69	47	-2.407120	1.342014
70	48	-2.248621	1.594343
71	48	-2.472460	1.289667
72	48	-2.403784	0.985600
73	48	-2.591130	1.326088
74	49	-2.403964	1.596996
75	49	-2.673352	1.312723
76	52	-2.492812	1.141041
77	52	-2.335385	1.440308
78	52	-2.791746	1.939734
79	52	-2.194368	2.035874
80	53	-2.612106	1.429917
81	53	-2.881566	1.301735
82	53	-2.806415	1.564711
83	53	-2.585670	1.347361
84	53	-2.807648	1.342326
85	53	-2.777213	1.420796
86	53	-2.320884	1.723911
87	53	-2.740567	1.621920
88	54	-2.800658	1.751319
89	54	-2.754392	1.079019
90	53	-2.674745	2.583363
91	51	-2.761880	2.216522
92	52	-2.486967	1.936365
93	53	-2.932950	1.719050
94	52	-2.517483	1.322711
95	51	-2.703587	1.674964
96	51	-2.677587	1.877607
97	51	-2.434772	1.464417
98	50	-2.793625	1.983776
99	50	-2.553587	1.721798
100	51	-2.524365	1.477573
101	51	-2.388617	2.126223
102	51	-2.476036	1.504025
103	51	-2.970811	2.139356
104	52	-2.917436	1.284626
105	52	-2.217290	1.930402
106	51	-2.930975	1.473542
107	53	-2.827812	1.653161
108	52	-2.710723	1.706186
109	51	-2.933716	1.491821
110	52	-2.458694	1.571413
111	52	-2.565396	1.522319
112	53	-3.040680	1.964944
113	51	-2.328310	1.732518
114	51	-2.641717	1.354371
115	51	-2.714852	2.158052
116	51	-2.628610	1.700460
117	51	-2.772891	1.286080
118	52	-2.208386	1.844974
119	52	-2.621254	1.425627
120	50	-2.780384	1.564158
121	49	-2.608971	1.478289
122	49	-2.535355	2.094232
123	49	-2.857603	1.347490
124	49	-2.314932	1.620997
125	49	-2.705478	1.442913
126	50	-2.412939	2.093316
127	50	-2.599915	1.208159
128	51	-2.459423	2.538151
129	52	-2.724304	1.545344
130	53	-2.361372	1.505553
131	54	-2.805342	1.741562
132	52	-2.555902	1.790725
133	52	-2.718478	1.675388
134	53	-2.715126	1.488960
135	53	-2.559021	1.481021
136	54	-2.888382	1.659784
137	53	-2.630390	1.466583
138	53	-2.639864	1.729713
139	54	-3.148200	1.983420
140	53	-2.903117	1.452343
141	54	-2.816526	2.309987
142	53	-2.966948	1.519048
143	53	-2.684392	1.244969
144	53	-2.315774	1.382562
145	53	-2.617331	1.927849
146	52	-2.752033	1.716355
147	54	-2.463011	1.909710
148	53	-3.296492	2.100205
149	52	-2.701320	1.153142
150	52	-2.669059	1.836369
151	52	-2.752468	1.783826
152	52	-2.752515	1.638447
153	52	-2.567471	2.063822
154	52	-2.832277	1.670784
155	52	-2.813703	2.143531
156	52	-2.430778	1.181532
157	53	-2.638331	1.778153
158	54	-2.701521	1.323090
159	54	-2.767066	2.361242
160	56	-2.799287	1.238912
161	53	-2.757013	1.786014
162	54	-2.768153	1.651828
163	53	-2.666356	1.319678
164	53	-2.763338	1.657878
165	54	-2.798189	2.148124
166	54	-2.843616	1.662738
167	54	-2.822145	1.919876
168	54	-2.886649	2.221753
169	54	-2.598801	2.035133
170	54	-2.859055	1.770558
171	54	-2.782263	1.135796
172	56	-2.677886	1.766536
173	55	-2.986536	1.890424
174	56	-2.850321	1.559864
175	57	-2.669216	1.243226
176	56	-2.723006	1.691360
177	56	-2.796013	1.693981
178	56	-2.706258	1.710648
179	56	-2.608805	1.233135
180	56	-3.029572	1.587440
181	56	-3.111668	1.835554
182	60	-2.697571	1.409356
183	58	-3.128823	1.858491
184	56	-2.914181	1.525870
185	58	-2.566636	1.927607
186	59	-2.667403	1.561715
187	58	-2.855463	1.736494
188	58	-2.992325	1.828391
189	58	-2.798289	2.434450
190	57	-2.721217	1.859067
191	59	-2.626446	1.781822
192	59	-2.726766	1.861246
193	60	-3.170947	1.329472
194	58	-2.981692	1.934320
195	57	-2.812872	1.757061
196	57	-2.562711	1.536283
197	57	-2.794341	1.993014
198	57	-2.769530	1.608154
199	58	-3.002678	1.872762
200	57	-2.763933	1.357423
201	56	-2.994313	1.954819
202	57	-2.915687	2.044546
203	56	-2.885707	1.685680
204	57	-2.948941	1.237121
205	57	-2.628964	1.750734
206	57	-2.670277	2.069415
207	57	-2.622916	1.729882
208	57	-2.896184	1.664774
209	57	-2.817743	1.921087
210	57	-2.710420	1.977986
211	57	-2.932830	1.636661
212	57	-3.095929	2.208486
213	57	-2.700213	2.174237
214	57	-2.786092	1.665600
215	57	-2.794341	1.755595
216	57	-2.759267	1.474686
217	57	-2.750025	1.525481
218	57	-2.812138	1.569975
219	57	-2.768065	1.861421
220	57	-2.935471	2.006465
221	57	-2.893095	1.388440
222	57	-2.865012	1.089421
223	57	-2.945204	1.553273
224	57	-2.562086	1.585342
225	57	-2.866102	1.631305
226	57	-2.998326	1.305070
227	57	-2.932801	1.059125
228	57	-2.683834	1.543202
229	56	-2.692676	1.547583
230	57	-3.166019	1.534546
231	57	-2.952513	1.823456
232	56	-3.043654	2.252466
233	56	-3.054812	2.075471
234	56	-2.848567	1.597441
235	56	-3.012732	1.402499
236	56	-2.850419	2.247393
237	56	-2.714579	1.451126
238	56	-2.921349	2.020152
239	56	-2.802858	1.835587
240	56	-3.084294	1.835728
241	56	-2.776354	1.648821
242	57	-2.982650	1.231297
243	56	-2.964407	2.117708
244	56	-3.080205	1.629638
245	57	-2.818217	2.002360
246	56	-3.108398	1.670985
247	56	-2.594156	1.758588
248	56	-2.601813	1.562208
249	56	-3.063750	1.361018
250	56	-2.972088	2.516307
251	56	-2.915168	1.837201
252	58	-2.798501	1.587795
253	58	-3.052710	1.904959
254	58	-2.795385	1.431379
255	58	-3.012373	1.355427
256	57	-2.922464	1.397759
257	57	-2.817255	2.211437
258	57	-2.685340	1.848596
259	57	-2.796609	1.685987
260	58	-2.880922	1.577229
261	58	-3.037112	2.350347
262	58	-2.914923	1.861574
263	57	-3.010352	2.530419
264	57	-2.848300	1.281021
265	57	-2.643775	2.175830
266	57	-2.700972	1.776834
267	58	-2.914903	1.456031
268	58	-3.030082	1.535576
269	57	-3.037949	2.297393
270	58	-2.701490	1.525786
271	60	-2.914540	1.990922
272	60	-3.078962	2.374737
273	60	-3.095580	1.761056
274	60	-3.094714	1.618621
275	60	-3.036050	2.254482
276	60	-3.046256	1.413842
277	62	-2.723462	1.889814
278	60	-2.773471	1.849533
279	59	-2.977322	2.082544
280	60	-2.964683	2.196001
281	59	-3.311181	2.388498
282	58	-3.238368	2.398567
283	58	-2.811317	2.079086
284	58	-2.728984	2.102671
285	58	-3.089693	1.718547
286	58	-2.950615	2.001905
287	59	-2.887744	1.900639
288	60	-2.709627	2.202836
289	59	-3.375691	2.377618
290	59	-2.639641	2.061830
291	58	-2.861494	1.880931
292	58	-2.817939	2.552971
293	59	-3.060640	2.083591
294	60	-3.244386	1.378268
295	60	-3.058351	2.019030
296	60	-3.187890	1.908072
297	59	-3.018590	3.267724
298	58	-2.664898	2.096816
299	57	-3.025384	1.420741
300	57	-3.268766	2.010868
301	56	-3.173220	1.839176
302	56	-2.711746	2.074618
303	57	-3.074017	1.983546
304	57	-2.607345	2.155947
305	57	-2.731401	1.798883
306	56	-3.039893	1.802635
307	57	-3.344110	1.933952
308	57	-2.894562	2.462192
309	56	-3.246043	2.759323
310	56	-2.988359	1.874067
311	56	-2.883655	2.023495
312	56	-2.790689	3.015603
313	56	-2.803649	2.359629
314	56	-3.161104	1.760219
315	56	-2.829376	1.630367
316	56	-3.172672	2.104877
317	56	-2.977241	1.463778
318	56	-2.865498	1.816097
319	57	-2.856078	1.731713
320	56	-3.138662	1.786413
321	56	-3.001867	1.788897
322	57	-3.067250	2.018834
323	57	-2.935785	1.389810
324	57	-3.185363	2.065224
325	57	-2.939279	1.629502
326	59	-2.736954	1.518420
327	62	-3.022022	2.048011
328	60	-3.207450	1.998511
329	59	-2.988209	1.506640
330	59	-3.206527	2.111769
331	59	-2.872675	1.772880
332	59	-3.305401	1.608966
333	59	-2.746582	2.281076
334	59	-2.903279	2.387215
335	59	-2.914547	1.939935
336	59	-3.215180	2.560263
337	59	-2.864784	1.973938
338	58	-2.961450	1.623707
339	58	-3.522590	1.433096
340	57	-3.277718	2.023435
341	58	-3.071732	2.008445
342	57	-3.112413	1.718962
343	57	-2.920755	2.462826
344	59	-3.117984	2.540387
345	58	-3.074547	1.627209
346	59	-2.760043	2.041094
347	59	-2.877349	2.077151
348	59	-2.885447	1.633841
349	58	-2.749324	1.651323
350	59	-2.634590	1.817265
351	57	-2.909195	1.883376
352	57	-3.202971	2.004839
353	58	-3.145287	1.848424
354	57	-2.950044	1.746211
355	58	-2.879904	2.138267
356	57	-3.493593	2.585307
357	58	-2.509782	2.009842
358	58	-2.698674	1.367142
359	58	-3.125873	1.740755
360	58	-3.217519	1.828159
361	58	-2.767212	2.239570
362	58	-3.297257	2.068380
363	58	-3.095253	1.490649
364	58	-2.969657	1.605027
365	59	-3.081968	2.211300
366	59	-3.489174	2.331220
367	59	-3.271683	1.539202
368	61	-2.893335	1.688661
369	59	-3.130503	2.307121
370	59	-2.908206	1.779615
371	59	-3.131974	1.546030
372	59	-2.938906	2.210465
373	59	-3.044519	2.311518
374	58	-3.251005	1.626277
375	58	-3.226428	1.867524
376	59	-3.115024	2.160913
377	59	-3.121268	1.554097
378	58	-2.980383	2.610348
379	59	-3.373186	2.031060
380	58	-2.975962	1.390082
381	57	-2.867629	2.049490
382	57	-3.362893	2.081016
383	57	-2.961555	1.512652
384	57	-2.941508	1.700005
385	57	-3.241943	1.792278
386	57	-2.990512	2.144673
387	57	-2.951177	2.042251
388	57	-2.965204	1.581289
389	57	-2.989767	1.907646
390	57	-2.859009	1.851189
391	57	-2.841602	2.314227
392	57	-3.193808	1.967211
393	58	-3.247776	2.548297
394	58	-3.070045	2.360764
395	57	-3.145815	2.626482
396	57	-3.005337	2.195435
397	58	-3.011232	3.061179
398	57	-3.015328	1.863378
399	57	-2.936093	2.934123
400	57	-2.833313	1.557125
401	57	-2.857661	1.710037
402	59	-3.297949	2.610269
403	58	-2.985449	2.084598
404	58	-2.880759	1.553868
405	57	-2.884180	1.628549
406	58	-2.700529	1.910359
407	58	-2.926565	2.193901
408	57	-3.269343	2.110704
409	57	-3.470043	3.996023
410	56	-3.086019	1.522046
411	57	-3.161410	1.560247
412	56	-3.155452	1.839791
413	58	-3.069585	2.078938
414	58	-3.067966	2.547323
415	60	-2.726935	1.768989
416	60	-3.115570	1.989190
417	60	-3.242022	4.661601
418	61	-3.046359	1.579711
419	60	-3.264455	3.026597
420	60	-3.170053	2.679573
421	60	-2.989107	1.930137
422	60	-3.188444	2.366604
423	60	-3.183982	1.609636
424	60	-2.812141	2.293062
425	60	-3.023111	2.870065
426	61	-2.871579	1.494277
427	60	-3.112748	2.190230
428	59	-2.875719	2.080826
429	60	-3.041808	1.548887
430	59	-3.275732	1.872066
431	60	-2.906344	1.770594
432	60	-3.159390	1.839006
433	58	-3.214895	2.379298
434	60	-3.218951	2.050357
435	59	-2.796645	2.926840
436	59	-3.027573	1.723823
437	59	-2.859855	1.794317
438	59	-2.903311	2.510250
439	59	-2.762691	2.478111
440	59	-3.256150	1.771373
441	59	-3.170796	2.025681
442	59	-3.173242	2.024447
443	59	-2.983627	1.803007
444	60	-3.112618	2.259237
445	59	-2.936345	2.016014
446	59	-3.326716	1.764804
447	59	-3.230839	2.170676
