0.872383	0.217127
0.017864	0.081143
0.064769	0.175451
0.077036	0.006118
0.018547	0.734575
0.115477	0.418187
0.381302	0.001325
0.014305	0.310608
0.038301	0.090608
0.005497	0.822920
0.057093	0.871155
0.078591	0.879357
0.074757	0.201925
0.095077	0.454144
0.028271	0.851308
0.001284	0.834369
0.737824	0.012457
0.103694	0.102228
0.007860	0.486309
0.008930	0.295900
0.018602	0.463543
0.005962	0.642958
0.014690	0.944134
0.036421	0.000995
0.074342	0.871735
0.142657	0.377079
0.023545	0.246018
0.028422	0.017454
0.048255	0.439474
0.021168	0.036569
0.449119	0.076417
0.062615	0.653584
0.013610	0.796489
0.014195	0.064395
0.107000	0.162646
0.024175	0.047279
0.043401	0.262342
0.013882	0.240713
0.038244	0.002528
0.078412	0.018379
0.006653	0.776116
0.078915	0.468587
0.008779	0.789570
0.005868	0.155569
0.013408	0.385061
0.006376	0.463289
0.141016	0.026956
0.026984	0.440477
0.012883	0.148830
0.059679	0.468491
2.999643	0.246690
0.086244	0.077994
0.001998	0.609553
0.087371	0.354552
0.014615	0.789531
0.008742	0.377064
0.005698	0.624566
0.017101	0.511543
0.105068	0.008800
0.020745	0.860732
0.021759	0.460937
0.071489	0.324489
0.037053	0.559484
0.120681	0.006338
0.095821	0.403046
0.072026	0.001996
0.759521	0.002690
0.032405	0.019821
0.054459	0.005757
0.010648	0.551753
0.026651	0.426712
0.337475	0.142908
0.028033	0.311397
0.014078	0.135448
0.026830	0.726310
0.021726	0.773783
0.023820	0.002500
0.025475	0.271421
0.006674	0.167369
0.015578	0.145547
0.016674	0.102047
0.176452	0.419419
0.010973	0.650634
0.027898	0.014120
0.060432	0.820032
0.050038	0.265378
0.068845	0.000890
0.082986	0.027400
0.038771	0.120888
0.020361	0.137339
0.003674	0.672559
0.051812	0.004133
0.501721	0.000017
0.028374	0.970840
0.002662	0.893427
3.398509	0.010727
0.041804	0.391839
0.096630	0.590461
0.101395	0.000289
0.003152	0.477549
