0	1.000000	1.000000 	1.000000 	1.000000 	1.000000 
1	8.000351	6.851840 	8.312396 	7.799946 	8.364947 
2	5.186180	7.607923 	5.750216 	7.496567 	6.189803 
3	7.037630	7.089314 	6.449751 	6.043996 	6.796509 
4	7.163851	6.949719 	7.605355 	5.305098 	8.587995 
5	6.483055	6.776475 	7.507647 	7.257393 	7.039929 
6	7.084533	6.505201 	8.725030 	9.078661 	8.206325 
7	4.935759	9.314178 	8.845707 	7.283809 	6.568913 
8	5.993952	9.013300 	7.127648 	7.625302 	8.360097 
9	6.517745	8.684279 	8.591250 	7.605728 	6.554982 
10	5.643053	8.641597 	7.480631 	8.052973 	9.064629 
11	5.947947	7.790576 	7.853019 	8.524326 	6.695178 
12	7.254765	8.000738 	6.434204 	6.843873 	7.939981 
13	5.518419	7.064561 	8.259336 	7.682780 	7.311201 
14	7.284456	9.772265 	7.196460 	9.327835 	9.064595 
15	6.251208	7.901751 	6.951604 	9.302380 	9.681193 
16	5.348107	10.439694 	7.391688 	8.498711 	9.266688 
17	5.004537	7.761977 	9.657804 	9.762431 	7.351606 
18	6.147460	10.295773 	9.791027 	8.939245 	9.005767 
19	6.121907	8.019962 	7.550648 	8.497870 	7.989379 
20	6.583643	10.628776 	7.827263 	8.697614 	10.089076 
21	6.739604	8.426510 	8.592473 	9.064481 	8.897860 
22	6.299273	10.288115 	9.323405 	8.441447 	8.024592 
23	5.871143	8.600963 	7.854129 	8.287950 	6.546297 
24	7.427486	9.229143 	7.010753 	8.819514 	6.154900 
25	7.737132	10.142373 	9.035025 	7.442424 	7.683382 
26	6.930671	8.690241 	8.201402 	9.264837 	9.428608 
27	6.840801	8.554307 	7.346610 	5.278919 	10.220348 
28	7.624859	7.020487 	7.777038 	11.444766 	9.198902 
29	7.712676	5.575811 	8.598663 	6.278036 	9.125712 
30	7.252960	9.506279 	10.277980 	10.026035 	8.192541 
31	6.049028	8.056044 	6.871402 	7.315193 	6.279413 
32	6.462218	9.643022 	9.232222 	7.556422 	11.801877 
33	8.240426	9.291927 	8.207413 	8.172904 	9.465976 
34	8.231494	9.228586 	9.432892 	8.782990 	9.378256 
35	5.277110	9.919117 	8.337532 	9.295629 	7.375319 
36	6.880813	9.584549 	9.118034 	10.380561 	7.801641 
37	5.589748	8.878073 	6.957857 	8.425089 	7.305345 
38	6.304060	10.783777 	7.957666 	9.629107 	7.874075 
39	5.520814	10.489213 	8.924432 	5.175702 	7.520621 
40	7.576295	8.567200 	8.422365 	8.383092 	8.766330 
41	6.046774	9.255008 	9.654167 	7.838612 	7.486295 
42	5.857616	8.170328 	10.155706 	9.287866 	7.839826 
43	6.461736	9.360006 	7.216569 	7.161056 	8.231094 
44	6.987267	8.366715 	9.134555 	9.904651 	9.720407 
45	5.368660	9.026716 	10.986164 	10.734478 	8.791000 
